2026-05-26 06:39:01.089 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:03.129 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:04.147 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:05.147 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:05.575 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:05.575 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:05.576 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:05.577 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:05.577 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:05.578 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:05.578 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:05.579 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:06.159 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:07.181 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:08.207 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:08.612 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:08.614 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:08.614 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:08.615 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:08.615 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:08.615 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:08.615 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:08.616 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:09.233 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:10.253 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:11.275 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:11.652 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:11.653 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:11.653 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:11.654 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:11.654 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:11.654 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:11.655 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:11.656 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:12.284 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:13.300 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:14.318 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:14.712 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:14.713 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:14.714 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:14.715 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:14.715 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:14.716 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:14.716 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:14.716 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:15.330 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:16.345 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:17.354 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:17.747 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:17.747 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:17.748 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:17.748 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:17.749 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:17.749 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:17.750 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:17.750 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:18.365 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:19.382 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:20.393 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:20.810 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:20.811 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:20.811 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:20.811 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:20.812 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:20.813 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:20.814 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:20.814 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:21.414 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:22.431 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:23.441 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:23.894 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:23.895 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:23.896 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:23.896 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:23.897 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:23.897 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:23.898 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:23.898 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:24.465 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:25.472 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:26.480 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:26.950 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:26.951 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:26.951 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:26.952 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:26.953 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:26.953 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:26.954 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:26.954 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:27.496 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:28.524 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:29.533 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:30.019 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:30.020 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:30.020 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:30.021 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:30.021 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:30.022 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:30.022 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:30.023 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:30.554 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:31.562 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:32.578 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:33.103 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:33.103 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:33.104 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:33.104 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:33.105 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:33.105 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:33.105 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:33.106 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:33.593 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:34.613 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:35.624 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:36.166 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:36.167 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:36.168 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:36.168 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:36.169 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:36.170 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:36.171 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:36.172 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:36.650 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:37.665 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:38.687 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:39.241 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:39.242 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:39.244 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:39.245 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:39.246 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:39.254 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:39.254 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:39.255 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:39.712 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:40.740 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:41.766 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:42.302 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:42.303 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:42.303 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:42.305 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:42.305 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:42.306 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:42.306 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:42.320 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:42.787 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:43.800 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:44.827 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:45.377 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:45.378 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:45.379 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:45.379 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:45.380 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:45.380 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:45.381 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:45.381 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:45.858 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:46.896 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:47.913 [   DEBUG] (             sink.py: 354) pop timed out, cancelling future
2026-05-26 07:33:48.448 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:48.450 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:48.451 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:48.452 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
2026-05-26 07:33:48.453 [   DEBUG] (           server.py:  98) Received [0] bytes from [('127.0.0.1', 30101)].
